CommID,FIPSPL,Name,CAT,CommID,FIPSPL,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
27,1916500,Corning,ALL,27,1916500,8.708,22.365,42.557,17.643,7.143,1.585,48.451,36.983,13.893,0.673,0.000,0.000,22.539,32.570,27.381,4.363,13.147,0.000,3.361,21.422,33.818,28.064,13.335,0.000,2.262,31.100,48.525,17.373,0.740,0.000,19.631,33.273,17.148,2.437,25.110,2.401,5.974,32.066,22.211,8.367,30.596,0.786,5.821,35.226,13.436,17.129,25.985,2.401,8.991,57.161,27.378,5.673,0.797,0.000,21.966,31.939,31.041,5.771,5.541,3.742,41.057,39.033,15.848,4.061,0.000,0.000,62.709,31.035,3.801,0.598,0.000,1.856,43.914,42.103,10.619,0.659,0.659,2.045,4.154,28.021,40.385,27.440,0.000,0.000,28.880,52.678,17.123,0.659,0.659,0.000,31.668,43.252,9.451,2.188,8.660,4.782,46.519,43.043,7.559,2.879,0.000,0.000,15.134,52.519,17.755,2.250,10.224,2.118
28,1916545,Correctionville,ALL,28,1916545,0.000,11.981,34.710,29.270,19.744,4.295,19.462,45.971,14.659,1.756,13.137,5.015,44.859,31.401,14.190,0.793,8.756,0.000,6.429,14.204,39.546,12.401,22.402,5.018,4.243,19.295,46.030,18.336,5.719,6.376,11.047,13.777,10.629,7.206,43.833,13.507,5.981,24.657,16.477,2.915,34.151,15.819,7.241,22.485,22.213,9.906,20.330,17.824,3.702,37.799,33.008,20.255,5.236,0.000,15.063,31.895,18.950,10.425,10.107,13.560,10.191,46.012,27.530,1.575,10.893,3.800,38.076,43.931,8.706,1.534,7.752,0.000,37.038,40.499,11.449,2.562,8.452,0.000,2.302,37.827,43.563,7.109,6.264,2.935,27.808,51.927,9.578,4.050,3.702,2.935,31.730,39.900,5.911,0.000,16.975,5.484,14.052,40.899,29.234,2.732,9.976,3.107,7.626,43.807,13.133,2.228,31.739,1.467
29,1919945,Denison,ALL,29,1919945,18.876,45.844,17.871,7.565,8.392,1.451,30.317,36.543,27.895,5.244,0.000,0.000,45.184,35.152,6.904,1.372,11.388,0.000,9.311,36.379,33.051,7.626,12.308,1.325,13.562,33.613,36.636,16.189,0.000,0.000,15.811,28.010,16.345,0.000,34.451,5.383,14.039,15.063,24.701,5.175,37.745,3.277,6.141,37.015,12.240,4.187,30.224,10.193,7.305,45.577,40.443,1.423,4.767,0.485,23.522,40.073,26.841,4.694,4.870,0.000,34.674,48.318,13.593,1.386,2.030,0.000,46.846,41.121,8.968,0.000,3.065,0.000,33.175,37.506,13.051,0.000,16.268,0.000,7.656,46.645,27.011,18.688,0.000,0.000,13.123,61.115,15.800,3.098,6.864,0.000,39.229,32.533,12.522,3.406,9.545,2.764,32.701,49.069,9.642,3.212,4.087,1.288,25.036,48.083,20.038,1.392,5.450,0.000
30,1921810,Donnellson,ALL,30,1921810,6.595,2.787,29.659,37.594,18.647,4.719,2.015,1.663,13.831,17.721,4.034,60.737,55.059,27.139,3.106,0.000,12.496,2.200,0.832,45.461,35.484,5.158,13.065,0.000,0.000,5.744,0.780,36.112,1.911,55.453,16.197,26.857,20.233,8.329,25.399,2.984,2.651,21.403,30.857,4.357,34.719,6.014,3.496,30.881,18.932,13.742,24.362,8.587,1.583,21.733,45.470,16.830,13.223,1.161,4.127,18.591,29.915,16.633,4.529,26.204,4.207,44.646,30.085,6.426,13.527,1.110,39.478,38.591,7.949,0.000,13.982,0.000,49.077,29.202,3.456,0.000,18.265,0.000,2.217,18.550,38.888,29.204,10.044,1.097,19.492,52.386,11.406,5.572,10.046,1.097,12.505,45.886,16.025,9.147,13.243,3.194,8.149,12.180,17.048,52.108,9.364,1.150,5.178,52.274,29.097,1.880,11.571,0.000
31,1922620,Dumont,ALL,31,1922620,0.000,6.099,28.755,46.024,9.921,9.200,1.448,35.258,27.473,13.466,11.535,10.820,8.091,21.964,11.777,2.353,11.437,44.378,5.326,38.800,43.591,0.000,12.283,0.000,6.349,17.118,35.239,25.857,4.069,11.369,0.000,4.794,19.343,20.545,39.912,15.407,1.476,23.280,24.992,10.900,30.622,8.729,4.284,6.320,25.104,20.708,22.689,20.895,4.180,22.955,55.869,8.537,7.201,1.257,4.815,19.422,21.546,25.893,9.751,18.572,12.064,37.476,14.752,19.880,4.341,11.486,40.901,44.814,3.382,1.161,9.742,0.000,31.638,40.474,15.232,4.591,8.065,0.000,23.782,41.171,30.655,0.000,4.392,0.000,32.790,37.291,20.854,0.000,7.891,1.173,32.153,41.262,0.000,4.495,14.458,7.633,28.284,42.128,7.814,4.806,12.576,4.392,10.760,40.182,19.427,3.700,24.697,1.233
32,1923250,Eagle Grove,ALL,32,1923250,1.142,14.984,32.387,37.847,12.765,0.875,12.413,47.857,21.942,10.222,7.566,0.000,30.364,32.774,23.507,2.140,11.215,0.000,2.133,42.224,31.333,10.488,13.822,0.000,1.049,26.846,43.904,27.151,1.049,0.000,11.902,28.191,20.202,11.373,27.464,0.868,6.898,13.728,27.440,4.653,47.282,0.000,1.979,26.726,30.787,20.678,18.973,0.858,1.940,29.640,55.041,7.746,5.632,0.000,5.985,37.219,36.215,16.613,3.968,0.000,16.710,38.030,28.747,16.513,0.000,0.000,43.325,39.232,12.284,0.000,5.159,0.000,28.210,32.805,10.383,11.540,17.063,0.000,2.407,18.057,51.831,27.705,0.000,0.000,10.235,55.901,24.466,6.844,2.555,0.000,47.336,41.143,4.231,1.058,3.384,2.848,42.684,40.912,6.530,5.511,4.363,0.000,6.732,43.329,37.807,1.888,9.174,1.069
33,1924645,Elgin,ALL,33,1924645,2.178,14.643,23.860,32.469,15.272,11.579,3.076,28.082,30.184,18.773,8.098,11.787,26.008,50.929,9.530,0.000,12.656,0.877,14.218,40.852,17.537,3.761,10.714,12.918,2.665,21.949,43.261,22.346,4.454,5.324,2.582,8.704,26.981,5.583,35.831,20.319,1.799,17.509,13.718,6.835,33.915,26.223,7.724,47.115,15.530,5.897,19.563,4.171,21.352,31.667,25.813,2.464,4.114,14.591,13.099,33.322,10.259,12.876,7.548,22.895,8.810,29.430,24.971,12.058,18.266,6.465,50.863,44.380,0.000,1.504,3.253,0.000,20.883,50.161,3.493,7.834,16.769,0.861,22.221,35.333,25.850,14.819,1.776,0.000,33.448,53.139,9.005,1.105,3.303,0.000,23.564,25.497,1.916,0.000,25.707,23.316,17.542,44.168,6.406,0.000,15.940,15.944,12.414,59.340,11.096,5.490,11.660,0.000
34,1924780,Elk Horn,ALL,34,1924780,8.956,23.083,34.682,22.112,6.834,4.333,32.878,46.047,16.792,4.283,0.000,0.000,46.814,43.813,1.107,3.868,3.245,1.153,13.125,41.702,27.214,6.898,9.887,1.174,3.064,10.078,32.962,40.705,0.000,13.190,17.078,28.690,25.221,3.698,22.002,3.312,13.852,23.198,14.392,10.552,32.147,5.859,10.286,28.124,28.321,11.298,17.465,4.506,14.290,39.514,38.816,4.537,2.844,0.000,16.069,23.339,25.074,12.244,4.394,18.880,8.271,34.288,28.786,12.173,5.593,10.889,64.128,29.876,2.240,0.000,3.755,0.000,59.364,23.725,9.157,1.713,6.042,0.000,15.127,32.088,36.203,16.582,0.000,0.000,33.306,48.996,17.697,0.000,0.000,0.000,52.691,30.525,5.218,0.000,4.662,6.903,35.391,29.980,18.737,3.991,8.427,3.474,28.028,40.958,16.717,6.116,6.981,1.199
35,1925095,Elma,ALL,35,1925095,2.836,16.087,23.256,42.213,11.385,4.224,0.000,8.803,10.132,26.247,9.988,44.831,7.978,25.135,4.083,11.698,22.964,28.143,3.033,30.154,35.825,6.949,16.511,7.528,1.366,5.337,24.602,25.310,7.263,36.122,20.713,22.946,19.293,4.043,25.473,7.532,4.141,34.839,17.376,16.190,22.041,5.414,3.533,15.649,22.720,19.740,25.856,12.502,1.461,26.270,46.670,15.227,7.466,2.906,8.852,35.558,28.393,9.998,9.692,7.507,2.664,29.679,30.104,17.487,12.318,7.748,32.614,48.768,7.194,0.000,11.424,0.000,21.485,56.469,8.459,4.084,9.502,0.000,3.617,39.832,38.953,9.161,7.321,1.115,23.947,54.858,11.660,1.432,8.103,0.000,18.031,39.993,12.608,3.203,19.564,6.601,16.732,51.233,11.306,3.821,15.805,1.103,1.096,49.443,20.094,8.542,19.730,1.096
36,1925725,Epworth,ALL,36,1925725,1.435,20.308,41.028,14.942,15.959,6.327,11.230,5.264,20.827,0.309,18.808,43.561,71.269,17.814,2.311,0.000,8.606,0.000,26.635,37.228,15.367,9.511,6.303,4.958,6.100,17.865,26.160,12.162,3.379,34.335,24.510,22.624,9.037,0.000,36.765,7.064,0.940,10.186,20.190,4.994,40.247,23.443,7.799,35.153,26.396,3.919,14.124,12.608,11.958,42.221,38.903,1.476,5.442,0.000,12.560,13.824,25.094,13.794,3.673,31.055,53.598,34.678,11.433,0.000,0.292,0.000,82.163,10.248,4.706,0.000,1.331,1.552,83.995,10.036,0.000,0.000,1.619,4.350,45.577,28.399,20.262,5.762,0.000,0.000,35.177,41.445,20.325,0.000,3.053,0.000,33.741,29.448,15.326,1.056,15.995,4.434,44.973,25.296,12.674,4.142,11.859,1.056,27.621,39.691,19.064,0.000,13.624,0.000
37,1925860,Estherville,ALL,37,1925860,1.210,36.816,40.011,17.324,3.599,1.040,22.633,63.030,14.336,0.000,0.000,0.000,10.693,45.691,23.818,12.305,5.379,2.114,8.670,27.716,35.989,15.157,12.468,0.000,4.921,18.609,48.566,26.461,1.443,0.000,3.562,23.057,19.234,6.229,42.392,5.527,4.646,38.090,13.421,3.171,31.943,8.728,8.060,30.020,39.194,9.214,10.257,3.255,7.578,50.317,40.962,0.000,1.143,0.000,12.899,54.722,23.070,3.312,3.579,2.418,39.509,45.378,10.000,0.000,5.113,0.000,32.310,38.255,9.624,0.000,18.720,1.091,31.304,44.903,9.790,1.498,12.504,0.000,11.007,52.447,28.115,7.400,0.000,1.032,32.770,49.778,9.736,6.638,1.079,0.000,22.103,42.207,26.246,0.000,1.033,8.411,37.176,32.870,21.451,1.091,5.230,2.182,16.299,62.111,10.874,1.215,8.456,1.044
38,1926175,Everly,ALL,38,1926175,1.082,12.416,32.468,22.902,13.768,17.364,2.414,5.577,4.604,4.788,0.000,82.618,34.867,36.967,12.228,4.358,11.580,0.000,8.104,26.256,32.046,8.466,23.383,1.746,1.251,6.810,5.525,12.941,6.311,67.162,22.646,31.252,22.779,0.000,17.594,5.730,4.256,25.653,18.319,0.000,33.616,18.156,5.611,25.534,19.862,7.047,27.298,14.647,6.594,36.043,24.149,19.168,14.046,0.000,2.600,14.042,17.695,11.332,7.727,46.603,14.267,47.777,16.853,10.117,4.294,6.693,52.512,39.154,7.086,0.000,1.248,0.000,53.606,28.995,7.159,0.000,10.239,0.000,8.150,53.324,26.786,11.106,0.635,0.000,38.963,53.503,3.453,0.000,4.081,0.000,25.851,41.132,3.864,5.399,17.283,6.471,18.419,45.201,15.590,3.426,15.050,2.314,13.981,50.008,6.858,7.053,22.100,0.000
39,1926895,Farmington,ALL,39,1926895,0.000,6.536,12.549,68.518,8.230,4.167,7.776,27.626,52.711,10.998,0.889,0.000,0.858,13.138,27.183,47.822,7.634,3.365,0.877,30.059,37.259,19.540,11.618,0.646,0.000,12.526,20.716,50.111,2.565,14.082,0.000,6.598,22.967,15.962,32.013,22.459,8.622,29.343,31.913,7.405,20.002,2.714,6.722,3.269,15.308,33.076,27.167,14.458,1.621,13.964,57.953,22.030,2.837,1.593,9.558,6.661,12.382,33.738,3.056,34.605,7.853,22.691,35.487,11.408,2.388,20.173,22.743,48.466,21.321,3.401,4.069,0.000,38.391,18.489,29.061,12.574,1.486,0.000,0.000,5.411,34.507,56.577,2.616,0.889,6.393,39.635,46.089,4.930,2.953,0.000,27.983,21.203,15.448,2.327,28.201,4.838,14.562,50.623,14.797,12.587,5.822,1.609,2.142,31.488,44.904,4.079,15.941,1.447
40,1928290,Fontanelle,ALL,40,1928290,5.904,21.798,35.260,20.630,8.544,7.864,7.537,54.371,20.069,12.166,1.525,4.332,38.725,30.753,14.989,4.259,9.647,1.627,1.643,38.646,26.264,11.402,12.384,9.661,1.555,17.383,30.206,30.352,3.109,17.395,5.507,27.621,27.208,1.666,27.928,10.070,2.981,28.707,26.108,6.401,21.074,14.729,4.518,25.452,24.835,8.772,20.872,15.552,5.196,37.553,43.206,8.785,5.261,0.000,0.961,13.664,17.410,14.242,3.934,49.788,21.880,43.564,19.524,5.819,3.177,6.036,59.248,36.469,2.718,0.000,1.565,0.000,57.985,34.547,2.760,0.000,4.708,0.000,8.574,43.862,38.989,8.574,0.000,0.000,43.306,53.319,3.376,0.000,0.000,0.000,33.835,30.924,6.934,4.748,17.386,6.173,29.375,47.503,9.951,10.601,0.000,2.571,18.197,53.091,20.478,1.622,4.990,1.622
41,1929280,Fruitland,ALL,41,1929280,5.836,11.691,11.493,19.429,10.037,41.514,0.972,4.266,5.431,1.331,0.000,87.999,19.195,21.696,10.166,1.967,9.769,37.206,27.390,57.364,7.240,0.380,2.335,5.290,0.000,0.378,4.533,0.378,0.966,93.745,4.228,13.582,5.681,8.921,36.206,31.382,7.862,18.212,13.179,7.885,37.247,15.615,2.977,7.064,4.315,15.687,27.651,42.306,9.977,18.664,34.696,14.523,5.977,16.163,2.295,6.914,11.913,8.611,2.219,68.048,20.789,26.627,35.314,11.392,1.963,3.914,43.096,41.173,14.371,0.982,0.000,0.378,35.043,35.443,14.371,0.982,8.856,5.305,15.037,53.224,29.390,0.991,0.000,1.358,48.992,26.211,22.834,0.982,0.982,0.000,45.425,50.645,2.570,0.982,0.000,0.378,29.726,41.368,2.920,0.972,0.375,24.639,20.407,49.303,19.651,1.373,3.332,5.935
42,1929910,Garnavillo,ALL,42,1929910,4.698,14.997,33.658,29.136,13.500,4.012,12.958,46.458,20.687,5.893,8.110,5.893,31.237,44.369,16.371,0.000,7.048,0.975,7.869,39.992,25.865,6.876,16.885,2.513,2.047,16.891,33.489,26.774,5.442,15.357,19.518,39.028,12.476,0.000,26.483,2.495,10.423,36.866,16.845,6.699,29.167,0.000,5.831,27.239,23.974,7.269,30.305,5.382,12.590,39.806,35.987,6.825,4.792,0.000,12.479,22.553,16.952,15.409,5.932,26.676,33.476,48.327,12.178,1.497,4.523,0.000,61.048,32.420,2.067,0.000,4.466,0.000,60.266,31.034,1.095,2.133,5.473,0.000,16.110,40.782,36.364,3.234,3.511,0.000,48.968,42.619,5.860,0.000,2.554,0.000,34.293,46.984,2.306,1.324,12.981,2.113,26.543,46.135,6.726,4.967,13.516,2.113,13.405,44.718,13.075,9.039,14.112,5.651
43,1930225,George,ALL,43,1930225,2.879,36.946,33.309,8.589,14.109,4.169,16.678,47.590,17.891,4.163,7.708,5.970,43.362,39.932,7.490,1.217,6.686,1.313,5.831,23.317,38.688,16.206,13.848,2.111,5.723,22.829,45.537,9.649,2.698,13.563,5.755,44.532,10.458,8.484,25.132,5.639,4.223,18.029,24.946,17.211,25.104,10.486,5.422,29.708,29.471,11.511,20.698,3.190,4.438,49.474,38.236,2.109,3.634,2.109,10.064,46.425,25.220,4.407,4.668,9.217,31.635,47.275,16.963,2.965,1.163,0.000,60.333,32.096,6.388,0.000,1.183,0.000,69.419,20.988,5.286,0.000,4.307,0.000,6.510,31.436,47.232,12.537,2.285,0.000,28.814,58.888,8.017,1.966,2.314,0.000,48.175,30.149,9.291,0.000,9.926,2.460,21.885,45.955,22.608,2.460,7.093,0.000,19.851,49.201,16.097,3.042,9.255,2.553
44,1930675,Gilbertville,ALL,44,1930675,1.480,10.751,21.990,15.608,27.578,22.594,4.214,5.883,5.280,4.659,3.926,76.037,4.326,4.160,1.431,4.160,10.567,75.356,30.997,53.131,11.404,0.000,4.469,0.000,0.000,3.878,3.552,14.159,1.302,77.109,16.009,35.409,8.551,2.011,33.447,4.573,3.389,7.214,15.898,6.248,35.322,31.929,10.027,17.118,13.218,3.379,33.080,23.179,12.506,38.343,28.759,9.861,6.024,4.506,1.619,17.864,13.934,7.829,2.815,55.939,30.198,56.336,10.140,0.000,3.326,0.000,48.066,43.237,2.629,0.000,6.068,0.000,32.168,45.096,8.023,2.629,12.085,0.000,29.891,51.666,15.216,3.228,0.000,0.000,36.311,52.923,9.348,0.000,1.418,0.000,46.562,48.799,2.788,0.000,0.000,1.850,37.370,50.411,4.352,6.017,0.000,1.850,21.640,49.248,15.327,1.421,5.456,6.908
45,1931395,Glidden,ALL,45,1931395,1.380,25.844,35.310,15.645,19.047,2.774,3.603,6.295,8.537,21.143,13.556,46.867,49.022,26.939,7.079,0.000,12.301,4.659,7.055,49.107,18.527,3.984,14.259,7.068,6.993,14.249,30.242,29.356,2.813,16.347,17.118,30.078,15.711,1.356,21.493,14.244,0.000,8.174,16.862,2.708,56.242,16.014,10.757,31.887,24.167,4.974,18.296,9.920,6.029,39.179,37.273,7.160,5.103,5.257,8.220,25.692,24.747,9.102,11.453,20.785,6.978,34.187,28.359,2.506,17.023,10.947,56.005,36.750,0.000,0.000,7.246,0.000,55.423,30.745,3.525,0.000,10.306,0.000,17.838,45.043,24.520,2.149,7.936,2.516,37.022,37.177,15.443,0.000,10.357,0.000,38.282,23.685,1.251,2.516,19.308,14.958,16.715,48.498,14.170,2.122,14.773,3.721,23.769,33.164,15.434,0.000,24.805,2.828
46,1931710,Gowrie,ALL,46,1931710,3.100,23.532,36.183,13.026,19.551,4.609,33.066,48.418,16.397,0.000,2.119,0.000,37.970,45.852,5.198,1.866,9.114,0.000,5.399,38.183,42.342,2.787,10.092,1.196,3.468,25.014,39.368,23.345,7.859,0.946,17.027,41.272,8.847,0.967,21.181,10.706,10.164,29.878,16.306,0.986,31.000,11.664,3.835,29.338,29.802,6.897,23.202,6.925,13.632,47.347,35.835,0.000,3.187,0.000,7.567,31.315,30.204,12.971,7.818,10.125,22.052,43.670,23.009,3.731,7.538,0.000,59.540,28.780,5.438,0.000,6.243,0.000,55.045,29.917,6.373,0.935,7.729,0.000,9.169,38.149,43.532,7.284,0.919,0.947,29.488,57.117,11.244,0.000,2.151,0.000,38.962,39.651,8.551,0.000,10.392,2.444,34.090,43.564,10.869,4.414,7.063,0.000,24.285,54.027,12.796,0.953,7.939,0.000
47,1931800,Graettinger,ALL,47,1931800,7.988,48.853,26.130,13.268,2.476,1.284,9.835,49.807,31.589,7.574,1.196,0.000,45.064,33.950,6.105,5.267,9.615,0.000,2.154,45.269,43.644,3.161,3.693,2.079,2.955,12.704,37.016,33.450,5.368,8.506,18.460,39.492,14.080,0.000,24.575,3.394,6.105,31.294,10.747,9.675,39.525,2.654,12.324,27.624,29.087,9.647,12.438,8.881,11.887,56.843,26.375,0.906,2.593,1.395,15.716,38.341,25.917,4.537,2.998,12.492,10.161,32.933,41.218,14.558,1.130,0.000,54.324,37.927,3.874,3.874,0.000,0.000,52.216,41.868,0.787,0.000,5.130,0.000,4.605,55.125,31.309,7.845,1.116,0.000,25.787,69.346,3.760,0.000,1.107,0.000,57.922,22.875,1.126,3.907,12.958,1.212,23.279,47.682,8.519,6.703,13.816,0.000,21.327,53.151,14.105,0.814,10.603,0.000
48,1932025,Grand Mound,ALL,48,1932025,0.000,7.441,14.421,32.960,22.520,22.658,3.013,18.967,1.559,3.054,3.862,69.545,5.428,15.861,5.256,0.000,3.938,69.517,7.238,34.762,31.408,6.553,15.076,4.962,0.000,1.919,2.569,17.476,2.733,75.302,11.941,14.618,23.582,6.196,29.264,14.399,1.921,15.983,12.630,1.254,37.351,30.861,1.121,11.347,17.375,24.378,19.285,26.493,7.009,24.946,29.823,16.339,13.310,8.574,1.377,7.217,16.369,11.642,4.929,58.465,14.132,47.968,28.695,0.000,3.470,5.735,58.680,35.329,0.000,0.000,5.992,0.000,50.806,36.945,1.565,0.000,10.684,0.000,4.016,25.462,47.314,16.315,6.892,0.000,26.110,60.055,10.378,0.000,3.457,0.000,35.205,33.610,4.941,0.000,19.514,6.730,8.062,47.159,19.425,7.359,16.779,1.216,8.563,44.122,17.301,0.721,16.582,12.711
49,1933780,Hamburg,ALL,49,1933780,2.130,14.785,49.310,21.789,8.863,3.122,19.139,38.389,29.959,7.915,3.419,1.179,6.939,36.509,29.025,15.934,9.525,2.067,2.946,36.181,38.993,12.666,8.232,0.982,0.955,8.938,13.317,48.477,3.880,24.433,11.740,37.426,16.113,14.152,15.038,5.531,1.949,20.930,15.419,3.243,48.623,9.835,0.000,22.616,32.256,17.127,21.338,6.663,2.042,15.104,62.520,12.783,6.607,0.945,3.124,25.841,22.519,23.345,8.825,16.347,8.491,30.804,37.902,16.062,5.777,0.963,44.578,48.533,2.294,1.124,3.471,0.000,47.808,31.606,2.294,6.916,11.375,0.000,4.282,23.110,57.896,10.475,2.330,1.908,15.245,51.635,23.742,7.003,2.376,0.000,56.084,35.438,1.135,1.135,3.950,2.258,12.739,26.080,26.631,22.182,4.551,7.817,21.276,33.992,30.397,1.195,10.927,2.212
50,1934680,Hartford,ALL,50,1934680,0.000,0.000,7.315,52.151,19.552,20.983,1.020,1.020,7.209,16.949,6.297,67.504,46.891,24.427,6.071,4.234,17.566,0.812,3.638,27.343,52.158,5.014,9.930,1.917,0.000,3.883,0.999,18.201,1.997,74.920,8.296,19.599,16.254,19.521,32.153,4.177,2.187,9.190,12.789,12.261,33.580,29.993,12.064,4.022,15.364,18.332,25.103,25.115,3.563,19.368,21.753,40.094,9.484,5.739,0.939,9.217,13.725,20.830,4.404,50.884,7.431,28.826,33.128,12.776,4.819,13.020,33.907,30.015,26.050,9.021,1.007,0.000,20.998,34.048,27.015,7.884,9.056,0.999,1.922,29.062,24.900,37.852,6.264,0.000,6.233,53.003,24.620,6.802,7.527,1.814,41.795,43.241,10.873,0.000,3.300,0.791,19.426,50.582,17.652,2.301,5.914,4.125,7.766,30.863,33.253,15.750,12.368,0.000
51,1934725,Hartley,ALL,51,1934725,3.701,24.054,38.237,21.318,11.578,1.113,16.767,48.014,28.519,4.650,2.050,0.000,29.518,36.451,18.525,0.000,12.480,3.026,1.754,48.700,27.178,1.627,20.741,0.000,6.711,19.603,39.071,30.393,4.222,0.000,4.960,37.822,29.205,2.859,24.065,1.089,3.151,22.100,20.016,8.387,40.420,5.926,3.693,30.672,24.818,12.799,22.980,5.038,4.053,30.310,54.514,7.536,3.586,0.000,5.607,19.856,34.472,22.915,8.916,8.233,20.668,38.361,25.159,12.756,3.057,0.000,46.271,45.195,3.374,0.000,5.160,0.000,43.731,43.282,3.621,0.000,9.366,0.000,4.135,41.299,32.340,22.226,0.000,0.000,23.139,62.516,6.913,1.682,4.684,1.067,39.412,46.043,0.000,0.000,10.323,4.221,47.555,34.002,10.432,0.000,6.966,1.045,18.584,52.258,13.882,8.045,7.231,0.000
52,1936345,Hills,ALL,52,1936345,3.321,28.641,26.961,16.367,13.566,11.144,3.202,13.860,3.169,4.448,3.169,72.153,32.472,32.940,5.513,6.874,19.133,3.068,18.207,55.803,17.501,2.065,3.779,2.645,2.224,4.821,22.263,13.596,0.000,57.095,12.916,15.688,13.737,10.840,30.445,16.374,5.473,17.663,21.043,6.186,24.615,25.019,2.392,17.323,22.541,10.101,25.140,22.501,15.143,30.160,40.723,7.098,2.803,4.073,8.621,20.142,9.870,12.042,1.680,47.644,14.127,62.910,15.353,0.000,5.925,1.684,57.275,34.163,2.999,0.000,5.564,0.000,48.653,43.022,0.824,0.000,7.501,0.000,17.926,63.255,17.119,1.700,0.000,0.000,36.009,59.171,0.871,3.092,0.856,0.000,51.103,40.424,6.748,0.000,1.724,0.000,6.594,38.998,24.281,13.525,0.864,15.739,17.107,57.801,12.291,1.763,8.423,2.615
53,1937155,Hopkinton,ALL,53,1937155,0.000,14.380,35.803,26.409,16.800,6.607,16.357,39.389,20.227,9.030,10.076,4.921,38.560,37.383,2.248,1.338,19.413,1.058,4.338,35.892,35.973,5.569,15.136,3.093,1.526,7.131,16.651,33.346,5.946,35.399,9.558,29.374,16.801,7.348,31.712,5.206,13.301,29.149,18.446,4.518,28.089,6.496,2.482,25.102,16.838,12.829,29.039,13.711,5.278,49.440,32.545,5.728,7.008,0.000,8.429,24.571,22.876,6.161,10.410,27.553,7.516,41.658,20.545,11.435,12.558,6.287,56.500,31.577,2.391,0.000,9.532,0.000,40.408,41.330,7.720,0.000,10.542,0.000,17.747,45.193,21.690,7.047,8.323,0.000,26.731,37.658,15.255,2.736,16.429,1.190,34.186,27.179,2.456,4.559,23.629,7.990,37.648,27.985,7.620,4.123,16.295,6.329,13.861,42.911,4.926,7.521,22.818,7.964
54,1937290,Hospers,ALL,54,1937290,11.411,42.003,26.087,3.954,5.580,10.965,28.144,43.095,14.967,4.539,3.972,5.283,51.618,34.056,0.000,0.000,14.326,0.000,5.906,48.535,31.918,3.588,4.571,5.482,0.879,7.714,19.871,32.441,2.209,36.885,9.067,27.850,11.509,7.275,26.155,18.144,4.222,23.927,13.421,5.002,31.930,21.497,9.379,27.243,17.310,11.102,20.934,14.032,9.592,38.132,41.684,10.592,0.000,0.000,7.384,36.323,18.370,16.374,5.023,16.527,15.418,51.817,28.864,0.000,2.192,1.709,60.954,32.139,6.907,0.000,0.000,0.000,65.010,23.654,6.009,0.000,5.327,0.000,24.905,54.158,20.937,0.000,0.000,0.000,39.805,46.775,10.875,1.096,1.449,0.000,35.003,36.811,6.253,0.000,17.999,3.933,38.360,48.505,12.420,0.716,0.000,0.000,22.993,60.671,10.181,0.000,6.154,0.000
